Scope,Position,Archetype,Attribute,Count,Min,P10,P25,Median,P75,P90,P95,P99,Max,Reliable
Position+Archetype,WR,Possession,RunDefense,812,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,WR,Possession,ThrowPower,812,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,30.00,true
Position+Archetype,WR,Possession,ThrowAccuracy,812,0.00,4.00,7.00,11.00,16.00,19.00,21.00,25.00,28.00,true
Position+Archetype,WR,Possession,KickAccuracy,812,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,WR,Possession,KickPower,812,0.00,2.00,3.00,6.00,9.00,10.00,11.45,14.00,16.00,true
Position+Archetype,WR,Possession,PuntAccuracy,812,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.89,16.00,true
Position+Archetype,WR,Possession,PuntPower,812,0.00,2.00,3.00,6.00,8.00,10.90,11.00,14.00,17.00,true
Position+Archetype,ILB,Coverage,Speed,383,25.00,30.00,33.50,38.00,44.00,49.00,53.90,57.00,62.00,true
Position+Archetype,ILB,Coverage,Agility,383,13.00,20.00,23.50,28.00,33.00,39.00,43.00,48.36,54.00,true
Position+Archetype,ILB,Coverage,FootballIQ,383,6.00,11.00,14.00,18.00,24.00,29.00,32.00,39.00,43.00,true
Position+Archetype,ILB,Coverage,Strength,383,15.00,20.00,23.00,28.00,34.00,38.80,42.00,47.00,56.00,true
Position+Archetype,ILB,Coverage,Carrying,383,0.00,4.00,7.00,10.00,14.00,18.00,19.90,24.18,29.00,true
Position+Archetype,ILB,Coverage,Catching,383,1.00,5.00,8.00,12.00,18.00,23.00,27.90,30.00,31.00,true
Position+Archetype,ILB,Coverage,RouteRunning,383,0.00,1.00,3.00,6.00,8.00,9.00,10.00,13.00,16.00,true
Position+Archetype,ILB,Coverage,ZoneCoverage,383,19.00,25.00,28.00,33.00,39.00,45.00,47.00,52.18,57.00,true
Position+Archetype,ILB,Coverage,ManCoverage,383,19.00,25.00,28.00,33.00,39.00,44.00,48.00,54.18,60.00,true
Position+Archetype,ILB,Coverage,Tackle,383,20.00,25.00,29.00,33.00,38.00,44.00,47.00,55.00,61.00,true
Position+Archetype,ILB,Coverage,PassBlock,383,0.00,2.00,3.00,6.00,9.00,10.00,11.00,13.36,17.00,true
Position+Archetype,ILB,Coverage,RunBlock,383,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,ILB,Coverage,PassRush,383,5.00,8.00,11.00,14.00,18.00,22.00,24.00,29.18,35.00,true
Position+Archetype,ILB,Coverage,RunDefense,383,15.00,19.20,23.00,28.00,33.00,38.80,42.00,48.00,52.00,true
Position+Archetype,ILB,Coverage,ThrowPower,383,1.00,3.00,6.00,10.00,14.00,17.80,20.00,23.00,27.00,true
Position+Archetype,ILB,Coverage,ThrowAccuracy,383,1.00,4.00,6.00,10.00,14.00,18.00,20.00,23.54,30.00,true
Position+Archetype,ILB,Coverage,KickAccuracy,383,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,15.00,true
Position+Archetype,ILB,Coverage,KickPower,383,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position+Archetype,ILB,Coverage,PuntAccuracy,383,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,15.00,true
Position+Archetype,ILB,Coverage,PuntPower,383,0.00,2.00,3.00,6.00,8.00,10.00,10.90,14.18,16.00,true
Position+Archetype,K,Balanced,Speed,204,1.00,3.00,5.75,9.00,13.00,16.00,19.85,21.97,24.00,true
Position+Archetype,K,Balanced,Agility,204,1.00,3.00,6.00,10.00,14.25,19.00,22.00,25.00,27.00,true
Position+Archetype,K,Balanced,FootballIQ,204,5.00,8.00,10.00,13.00,18.00,21.00,23.00,26.94,28.00,true
Position+Archetype,K,Balanced,Strength,204,0.00,1.00,3.00,6.00,8.00,10.00,11.00,12.97,15.00,true
Position+Archetype,K,Balanced,Carrying,204,0.00,3.00,6.00,9.00,12.25,17.00,19.85,22.94,25.00,true
Position+Archetype,K,Balanced,Catching,204,1.00,3.00,6.00,10.00,15.00,20.00,22.00,25.00,26.00,true
Position+Archetype,K,Balanced,RouteRunning,204,0.00,1.00,3.00,6.00,8.00,9.00,10.00,12.94,14.00,true
Position+Archetype,K,Balanced,ZoneCoverage,204,1.00,3.00,5.00,9.00,13.00,17.00,19.00,21.00,24.00,true
Position+Archetype,K,Balanced,ManCoverage,204,1.00,3.00,6.00,9.00,13.00,17.00,18.00,21.97,25.00,true
Position+Archetype,K,Balanced,Tackle,204,0.00,2.00,3.00,6.00,9.00,10.00,10.00,13.97,15.00,true
Position+Archetype,K,Balanced,PassBlock,204,0.00,2.00,3.00,6.00,8.00,10.00,10.00,12.00,14.00,true
Position+Archetype,K,Balanced,RunBlock,204,0.00,2.00,3.75,6.00,9.00,10.00,11.00,11.00,14.00,true
Position+Archetype,K,Balanced,PassRush,204,0.00,2.00,3.00,6.50,9.00,10.00,10.00,11.00,16.00,true
Position+Archetype,K,Balanced,RunDefense,204,0.00,2.00,3.00,6.00,8.00,10.00,10.00,12.00,15.00,true
Position+Archetype,K,Balanced,ThrowPower,204,1.00,2.00,5.00,9.00,13.00,18.00,19.00,21.00,25.00,true
Position+Archetype,K,Balanced,ThrowAccuracy,204,1.00,3.00,6.00,9.00,13.00,17.00,19.85,23.00,25.00,true
Position+Archetype,K,Balanced,KickAccuracy,204,14.00,18.00,21.00,24.00,30.00,35.00,37.00,40.97,43.00,true
Position+Archetype,K,Balanced,KickPower,204,15.00,19.00,21.00,26.00,31.00,35.70,37.00,42.94,46.00,true
Position+Archetype,K,Balanced,PuntAccuracy,204,1.00,3.00,5.75,9.00,13.00,17.00,19.00,22.94,24.00,true
Position+Archetype,K,Balanced,PuntPower,204,1.00,3.00,6.00,8.00,13.00,17.00,18.85,22.00,25.00,true
Position+Archetype,WR,Speed,Speed,680,45.00,50.90,55.00,60.00,66.00,72.00,76.00,86.21,95.00,true
Position+Archetype,WR,Speed,Agility,680,15.00,19.00,23.00,28.00,34.00,40.00,43.00,51.00,59.00,true
Position+Archetype,WR,Speed,FootballIQ,680,6.00,11.00,14.00,19.00,24.00,29.00,33.00,39.21,56.00,true
Position+Archetype,WR,Speed,Strength,680,1.00,4.00,8.00,12.00,17.00,23.00,26.05,35.42,39.00,true
Position+Archetype,WR,Speed,Carrying,680,3.00,10.00,13.00,18.00,23.00,29.00,32.00,39.21,50.00,true
Position+Archetype,WR,Speed,Catching,680,15.00,19.90,23.75,28.00,34.00,40.00,43.00,50.21,65.00,true
Position+Archetype,WR,Speed,RouteRunning,680,8.00,14.00,18.00,23.00,28.00,32.00,35.05,40.21,46.00,true
Position+Archetype,WR,Speed,ZoneCoverage,680,1.00,4.00,7.00,11.00,15.00,19.00,22.00,26.21,30.00,true
Position+Archetype,WR,Speed,ManCoverage,680,1.00,4.00,7.00,11.00,15.00,20.00,22.00,26.00,31.00,true
Position+Archetype,WR,Speed,Tackle,680,0.00,2.00,5.00,8.00,12.00,16.00,19.00,24.21,28.00,true
Position+Archetype,WR,Speed,PassBlock,680,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,WR,Speed,RunBlock,680,3.00,7.00,9.00,11.00,14.00,17.00,18.00,21.00,26.00,true
Position+Archetype,WR,Speed,PassRush,680,0.00,2.00,3.00,6.00,9.00,10.00,12.00,15.00,16.00,true
Position+Archetype,WR,Speed,RunDefense,680,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position+Archetype,WR,Speed,ThrowPower,680,1.00,4.00,7.00,11.00,15.00,19.00,21.00,27.00,30.00,true
Position+Archetype,WR,Speed,ThrowAccuracy,680,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,30.00,true
Position+Archetype,WR,Speed,KickAccuracy,680,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,WR,Speed,KickPower,680,0.00,2.00,3.75,6.00,8.25,10.00,11.00,14.21,16.00,true
Position+Archetype,WR,Speed,PuntAccuracy,680,0.00,2.00,3.75,6.00,9.00,10.00,11.00,15.00,18.00,true
Position+Archetype,WR,Speed,PuntPower,680,0.00,2.00,4.00,7.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,RB,Receiving,Speed,578,38.00,45.00,48.00,54.00,59.00,66.00,68.00,73.00,78.00,true
Position+Archetype,RB,Receiving,Agility,578,18.00,25.00,29.00,33.00,39.00,45.00,48.00,54.00,56.00,true
Position+Archetype,RB,Receiving,FootballIQ,578,5.00,10.70,14.00,19.00,24.00,29.00,32.15,36.23,44.00,true
Position+Archetype,RB,Receiving,Strength,578,2.00,7.00,11.00,15.00,20.00,26.00,28.15,34.00,43.00,true
Position+Archetype,RB,Receiving,Carrying,578,2.00,9.00,12.00,17.00,23.00,28.00,31.00,36.00,42.00,true
Position+Archetype,RB,Receiving,Catching,578,15.00,22.00,25.00,30.00,36.00,42.00,46.00,50.00,55.00,true
Position+Archetype,RB,Receiving,RouteRunning,578,14.00,18.00,21.00,25.00,30.00,33.00,35.00,40.00,42.00,true
Position+Archetype,RB,Receiving,ZoneCoverage,578,0.00,4.00,7.00,10.00,15.00,19.00,20.15,25.23,27.00,true
Position+Archetype,RB,Receiving,ManCoverage,578,1.00,4.00,7.00,11.00,15.00,19.00,20.00,24.23,29.00,true
Position+Archetype,RB,Receiving,Tackle,578,1.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,27.00,true
Position+Archetype,RB,Receiving,PassBlock,578,1.00,2.00,5.00,10.00,22.00,27.00,29.00,34.00,36.00,true
Position+Archetype,RB,Receiving,RunBlock,578,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position+Archetype,RB,Receiving,PassRush,578,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,RB,Receiving,RunDefense,578,0.00,2.00,3.00,6.00,8.00,10.00,11.00,14.00,16.00,true
Position+Archetype,RB,Receiving,ThrowPower,578,0.00,3.00,6.25,10.50,15.00,18.00,20.00,24.00,26.00,true
Position+Archetype,RB,Receiving,ThrowAccuracy,578,0.00,4.00,7.00,11.00,15.00,19.00,20.00,24.00,26.00,true
Position+Archetype,RB,Receiving,KickAccuracy,578,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.23,16.00,true
Position+Archetype,RB,Receiving,KickPower,578,0.00,2.00,3.25,6.00,9.00,10.00,11.00,14.23,16.00,true
Position+Archetype,RB,Receiving,PuntAccuracy,578,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.23,17.00,true
Position+Archetype,RB,Receiving,PuntPower,578,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,OLB,Coverage,Speed,443,20.00,25.00,29.00,36.00,44.00,50.00,54.00,60.16,68.00,true
Position+Archetype,OLB,Coverage,Agility,443,13.00,20.00,24.00,29.00,34.00,39.00,43.90,49.00,56.00,true
Position+Archetype,OLB,Coverage,FootballIQ,443,6.00,11.00,14.00,19.00,24.00,29.00,33.00,37.00,50.00,true
Position+Archetype,OLB,Coverage,Strength,443,14.00,19.00,23.00,29.00,34.00,39.00,43.90,50.16,61.00,true
Position+Archetype,OLB,Coverage,Carrying,443,0.00,3.00,6.00,10.00,14.00,19.00,21.00,24.00,30.00,true
Position+Archetype,OLB,Coverage,Catching,443,1.00,5.00,8.00,13.00,18.00,22.00,24.00,27.58,30.00,true
Position+Archetype,OLB,Coverage,RouteRunning,443,0.00,1.00,3.00,5.00,8.00,9.00,10.00,14.00,15.00,true
Position+Archetype,OLB,Coverage,ZoneCoverage,443,20.00,25.00,28.00,34.00,40.00,46.00,49.00,54.58,64.00,true
Position+Archetype,OLB,Coverage,ManCoverage,443,18.00,25.00,28.00,33.00,40.00,45.80,49.90,55.58,65.00,true
Position+Archetype,OLB,Coverage,Tackle,443,20.00,25.00,28.50,34.00,40.00,45.00,49.00,53.00,63.00,true
Position+Archetype,OLB,Coverage,PassBlock,443,0.00,1.00,3.00,6.00,9.00,10.00,11.00,13.58,16.00,true
Position+Archetype,OLB,Coverage,RunBlock,443,0.00,2.00,4.00,6.00,8.00,10.00,11.00,14.58,16.00,true
Position+Archetype,OLB,Coverage,PassRush,443,7.00,10.20,14.00,19.00,24.00,29.00,32.90,37.32,47.00,true
Position+Archetype,OLB,Coverage,RunDefense,443,15.00,19.00,23.00,29.00,34.00,40.00,43.00,49.16,56.00,true
Position+Archetype,OLB,Coverage,ThrowPower,443,0.00,3.00,6.00,10.00,15.00,18.00,21.00,25.58,27.00,true
Position+Archetype,OLB,Coverage,ThrowAccuracy,443,0.00,3.20,6.00,10.00,15.00,19.00,21.00,25.00,26.00,true
Position+Archetype,OLB,Coverage,KickAccuracy,443,0.00,2.00,4.00,6.00,9.00,10.00,11.00,13.58,16.00,true
Position+Archetype,OLB,Coverage,KickPower,443,0.00,2.00,3.50,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,OLB,Coverage,PuntAccuracy,443,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,OLB,Coverage,PuntPower,443,0.00,2.00,3.00,6.00,8.00,10.00,11.00,13.00,15.00,true
Position+Archetype,P,Balanced,Speed,181,1.00,3.00,6.00,9.00,13.00,18.00,20.00,23.20,25.00,true
Position+Archetype,P,Balanced,Agility,181,1.00,4.00,6.00,10.00,16.00,21.00,23.00,29.20,31.00,true
Position+Archetype,P,Balanced,FootballIQ,181,7.00,8.00,11.00,13.00,18.00,23.00,25.00,28.00,29.00,true
Position+Archetype,P,Balanced,Strength,181,1.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,P,Balanced,Carrying,181,1.00,3.00,6.00,9.00,15.00,19.00,20.00,22.60,25.00,true
Position+Archetype,P,Balanced,Catching,181,1.00,3.00,7.00,11.00,16.00,21.00,24.00,30.00,30.00,true
Position+Archetype,P,Balanced,RouteRunning,181,0.00,1.00,3.00,6.00,9.00,10.00,10.00,13.00,15.00,true
Position+Archetype,P,Balanced,ZoneCoverage,181,1.00,3.00,6.00,10.00,14.00,19.00,20.00,23.20,26.00,true
Position+Archetype,P,Balanced,ManCoverage,181,1.00,4.00,6.00,10.00,13.00,18.00,20.00,23.20,25.00,true
Position+Archetype,P,Balanced,Tackle,181,0.00,2.00,4.00,6.00,8.00,10.00,12.00,14.20,15.00,true
Position+Archetype,P,Balanced,PassBlock,181,0.00,2.00,4.00,6.00,8.00,10.00,11.00,13.20,14.00,true
Position+Archetype,P,Balanced,RunBlock,181,1.00,2.00,4.00,6.00,9.00,10.00,11.00,15.20,16.00,true
Position+Archetype,P,Balanced,PassRush,181,0.00,2.00,4.00,7.00,9.00,10.00,11.00,13.20,16.00,true
Position+Archetype,P,Balanced,RunDefense,181,1.00,2.00,3.00,6.00,8.00,10.00,11.00,15.20,17.00,true
Position+Archetype,P,Balanced,ThrowPower,181,1.00,3.00,6.00,9.00,15.00,17.00,19.00,24.00,25.00,true
Position+Archetype,P,Balanced,ThrowAccuracy,181,1.00,3.00,6.00,10.00,14.00,19.00,21.00,24.00,25.00,true
Position+Archetype,P,Balanced,KickAccuracy,181,1.00,4.00,6.00,9.00,15.00,19.00,21.00,23.00,25.00,true
Position+Archetype,P,Balanced,KickPower,181,1.00,3.00,6.00,9.00,14.00,19.00,21.00,25.00,25.00,true
Position+Archetype,P,Balanced,PuntAccuracy,181,14.00,17.00,21.00,26.00,32.00,37.00,39.00,43.20,47.00,true
Position+Archetype,P,Balanced,PuntPower,181,13.00,18.00,22.00,26.00,32.00,38.00,41.00,46.20,49.00,true
Position+Archetype,OLB,Speed,Speed,480,33.00,41.00,46.00,53.00,60.00,66.00,68.00,75.00,84.00,true
Position+Archetype,OLB,Speed,Agility,480,15.00,20.00,23.00,29.00,34.00,40.00,42.00,47.21,54.00,true
Position+Archetype,OLB,Speed,FootballIQ,480,6.00,11.00,14.00,19.00,25.00,29.00,32.00,36.21,41.00,true
Position+Archetype,OLB,Speed,Strength,480,15.00,20.00,23.00,28.00,34.00,40.00,43.00,46.21,56.00,true
Position+Archetype,OLB,Speed,Carrying,480,1.00,4.00,6.00,10.00,15.00,19.00,21.00,25.00,28.00,true
Position+Archetype,OLB,Speed,Catching,480,1.00,3.00,7.00,11.00,15.00,19.00,21.00,25.21,30.00,true
Position+Archetype,OLB,Speed,RouteRunning,480,0.00,1.00,3.00,6.00,9.00,10.00,10.05,14.00,15.00,true
Position+Archetype,OLB,Speed,ZoneCoverage,480,15.00,20.00,23.00,28.00,34.00,39.00,42.00,48.00,60.00,true
Position+Archetype,OLB,Speed,ManCoverage,480,14.00,19.00,23.00,28.00,34.00,39.00,42.00,49.00,53.00,true
Position+Archetype,OLB,Speed,Tackle,480,20.00,25.00,28.75,33.00,39.00,45.00,48.00,52.21,56.00,true
Position+Archetype,OLB,Speed,PassBlock,480,0.00,2.00,4.00,6.00,8.00,10.00,11.00,13.21,15.00,true
Position+Archetype,OLB,Speed,RunBlock,480,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,15.00,true
Position+Archetype,OLB,Speed,PassRush,480,4.00,7.00,11.00,14.00,18.00,23.00,25.05,30.00,41.00,true
Position+Archetype,OLB,Speed,RunDefense,480,15.00,20.00,23.00,28.00,34.00,39.00,42.00,47.21,51.00,true
Position+Archetype,OLB,Speed,ThrowPower,480,0.00,4.00,7.00,10.00,15.00,19.00,20.00,26.00,32.00,true
Position+Archetype,OLB,Speed,ThrowAccuracy,480,1.00,4.00,7.00,11.00,15.00,19.00,21.00,25.21,31.00,true
Position+Archetype,OLB,Speed,KickAccuracy,480,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,OLB,Speed,KickPower,480,0.00,2.00,3.00,6.00,8.00,10.00,11.00,14.21,15.00,true
Position+Archetype,OLB,Speed,PuntAccuracy,480,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.21,16.00,true
Position+Archetype,OLB,Speed,PuntPower,480,0.00,2.00,3.00,5.00,8.00,10.00,11.00,14.00,16.00,true
Position+Archetype,ATH,Return Specialist,Speed,120,30.00,34.00,38.00,44.00,49.25,55.00,58.00,61.62,63.00,true
Position+Archetype,ATH,Return Specialist,Agility,120,15.00,18.00,22.00,26.00,31.00,35.00,37.05,42.62,44.00,true
Position+Archetype,ATH,Return Specialist,FootballIQ,120,6.00,9.90,12.75,17.00,21.00,26.00,28.00,32.81,33.00,true
Position+Archetype,ATH,Return Specialist,Strength,120,1.00,3.00,6.00,10.50,17.00,20.00,23.00,23.81,29.00,true
Position+Archetype,ATH,Return Specialist,Carrying,120,5.00,13.00,16.00,22.00,25.00,30.00,31.05,34.00,42.00,true
Position+Archetype,ATH,Return Specialist,Catching,120,5.00,8.90,12.00,17.00,23.00,27.00,32.00,35.00,46.00,true
Position+Archetype,ATH,Return Specialist,RouteRunning,120,3.00,7.90,10.00,14.00,19.00,23.00,25.00,28.00,31.00,true
Position+Archetype,ATH,Return Specialist,ZoneCoverage,120,2.00,8.00,11.75,19.00,24.00,29.00,31.00,34.81,35.00,true
Position+Archetype,ATH,Return Specialist,ManCoverage,120,4.00,8.90,11.75,16.50,21.00,25.00,27.05,31.00,39.00,true
Position+Archetype,ATH,Return Specialist,Tackle,120,1.00,4.00,7.00,11.50,16.00,20.00,23.00,25.00,28.00,true
Position+Archetype,ATH,Return Specialist,PassBlock,120,0.00,1.00,5.00,7.00,11.00,15.00,15.00,16.00,19.00,true
Position+Archetype,ATH,Return Specialist,RunBlock,120,0.00,1.00,5.00,7.00,11.00,14.00,15.00,15.81,20.00,true
Position+Archetype,ATH,Return Specialist,PassRush,120,1.00,3.00,6.00,8.50,10.25,12.00,15.00,18.00,26.00,true
Position+Archetype,ATH,Return Specialist,RunDefense,120,0.00,2.00,4.00,7.00,10.00,13.00,15.00,16.81,19.00,true
Position+Archetype,ATH,Return Specialist,ThrowPower,120,0.00,2.00,6.00,8.00,13.00,15.00,15.00,17.00,28.00,true
Position+Archetype,ATH,Return Specialist,ThrowAccuracy,120,0.00,4.00,6.00,10.00,13.00,15.00,15.00,21.00,29.00,true
Position+Archetype,ATH,Return Specialist,KickAccuracy,120,0.00,1.00,5.00,8.00,10.25,14.00,15.00,15.00,19.00,true
Position+Archetype,ATH,Return Specialist,KickPower,120,0.00,2.90,5.00,8.00,11.00,15.00,15.00,18.00,19.00,true
Position+Archetype,ATH,Return Specialist,PuntAccuracy,120,0.00,2.00,6.00,9.00,11.25,14.00,15.00,16.00,16.00,true
Position+Archetype,ATH,Return Specialist,PuntPower,120,1.00,2.90,5.00,8.00,11.00,14.00,15.00,16.81,17.00,true
Position+Archetype,QB,Scrambler,Speed,551,45.00,52.00,57.00,62.00,69.00,73.00,76.00,81.00,89.00,true
Position+Archetype,QB,Scrambler,Agility,551,15.00,19.00,22.50,28.00,33.00,38.00,40.00,46.50,54.00,true
Position+Archetype,QB,Scrambler,FootballIQ,551,10.00,14.00,18.00,23.00,28.00,33.00,35.00,42.00,48.00,true
Position+Archetype,QB,Scrambler,Strength,551,10.00,15.00,19.00,23.00,29.00,34.00,38.00,43.50,47.00,true
Position+Archetype,QB,Scrambler,Carrying,551,18.00,22.00,25.00,29.00,33.00,36.00,38.50,42.00,55.00,true
Position+Archetype,QB,Scrambler,Catching,551,0.00,4.00,7.00,11.00,15.00,19.00,22.00,25.00,34.00,true
Position+Archetype,QB,Scrambler,RouteRunning,551,0.00,1.00,3.00,5.00,8.00,10.00,10.50,14.50,15.00,true
Position+Archetype,QB,Scrambler,ZoneCoverage,551,1.00,4.00,7.00,11.00,15.00,20.00,21.00,25.00,27.00,true
Position+Archetype,QB,Scrambler,ManCoverage,551,1.00,5.00,7.00,11.00,15.00,19.00,21.00,25.00,28.00,true
Position+Archetype,QB,Scrambler,Tackle,551,1.00,4.00,7.00,11.00,16.00,19.00,20.00,24.00,28.00,true
Position+Archetype,QB,Scrambler,PassBlock,551,0.00,2.00,4.00,6.00,8.00,10.00,12.00,15.00,20.00,true
Position+Archetype,QB,Scrambler,RunBlock,551,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,QB,Scrambler,PassRush,551,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,17.00,true
Position+Archetype,QB,Scrambler,RunDefense,551,0.00,2.00,4.00,6.00,9.00,11.00,12.00,15.00,16.00,true
Position+Archetype,QB,Scrambler,ThrowPower,551,12.00,18.00,22.00,27.00,33.00,37.00,40.00,46.00,53.00,true
Position+Archetype,QB,Scrambler,ThrowAccuracy,551,13.00,18.00,22.00,27.00,33.00,37.00,40.00,46.00,51.00,true
Position+Archetype,QB,Scrambler,KickAccuracy,551,0.00,2.00,4.00,6.00,9.00,11.00,12.00,15.00,17.00,true
Position+Archetype,QB,Scrambler,KickPower,551,0.00,2.00,4.00,7.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,QB,Scrambler,PuntAccuracy,551,0.00,2.00,4.00,6.00,9.00,11.00,12.00,14.50,16.00,true
Position+Archetype,QB,Scrambler,PuntPower,551,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,SS,Man Coverage,Speed,247,35.00,40.00,43.00,49.00,56.00,62.00,64.00,72.16,81.00,true
Position+Archetype,SS,Man Coverage,Agility,247,15.00,20.00,23.00,28.00,34.00,40.40,42.70,52.54,56.00,true
Position+Archetype,SS,Man Coverage,FootballIQ,247,7.00,10.00,13.00,18.00,24.00,29.00,33.00,41.08,44.00,true
Position+Archetype,SS,Man Coverage,Strength,247,4.00,6.00,9.00,12.00,15.50,18.00,22.00,25.62,32.00,true
Position+Archetype,SS,Man Coverage,Carrying,247,1.00,3.00,6.50,10.00,15.00,19.00,21.00,24.54,28.00,true
Position+Archetype,SS,Man Coverage,Catching,247,5.00,8.00,10.00,12.00,15.00,18.00,20.00,22.00,25.00,true
Position+Archetype,SS,Man Coverage,RouteRunning,247,0.00,2.00,4.00,7.00,10.00,14.00,18.00,24.00,25.00,true
Position+Archetype,SS,Man Coverage,ZoneCoverage,247,15.00,18.00,22.00,26.00,33.00,38.00,42.00,47.62,53.00,true
Position+Archetype,SS,Man Coverage,ManCoverage,247,30.00,35.00,37.00,42.00,48.00,55.00,58.70,68.54,75.00,true
Position+Archetype,SS,Man Coverage,Tackle,247,7.00,10.00,13.00,17.00,22.00,29.00,33.00,40.00,47.00,true
Position+Archetype,SS,Man Coverage,PassBlock,247,0.00,2.00,3.00,6.00,9.00,10.00,11.00,13.54,16.00,true
Position+Archetype,SS,Man Coverage,RunBlock,247,0.00,2.00,3.00,6.00,8.00,10.00,11.00,14.54,16.00,true
Position+Archetype,SS,Man Coverage,PassRush,247,0.00,2.00,4.00,6.00,9.00,10.00,11.70,15.00,15.00,true
Position+Archetype,SS,Man Coverage,RunDefense,247,10.00,15.00,17.00,23.00,28.00,33.00,39.00,46.62,48.00,true
Position+Archetype,SS,Man Coverage,ThrowPower,247,1.00,4.00,7.00,10.00,14.00,19.00,22.00,25.00,27.00,true
Position+Archetype,SS,Man Coverage,ThrowAccuracy,247,0.00,4.00,6.00,10.00,14.00,18.40,20.70,25.00,30.00,true
Position+Archetype,SS,Man Coverage,KickAccuracy,247,0.00,2.00,4.00,6.00,8.00,10.00,11.00,15.00,16.00,true
Position+Archetype,SS,Man Coverage,KickPower,247,0.00,2.00,3.00,6.00,9.00,10.00,12.00,15.00,17.00,true
Position+Archetype,SS,Man Coverage,PuntAccuracy,247,1.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,SS,Man Coverage,PuntPower,247,0.00,1.60,3.00,5.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,SS,Ball Hawk,Speed,240,27.00,34.00,37.00,42.50,48.00,54.00,57.00,61.61,66.00,true
Position+Archetype,SS,Ball Hawk,Agility,240,15.00,19.00,22.00,26.00,33.00,37.10,41.00,47.61,52.00,true
Position+Archetype,SS,Ball Hawk,FootballIQ,240,5.00,9.90,13.00,17.00,22.00,27.00,30.00,33.61,40.00,true
Position+Archetype,SS,Ball Hawk,Strength,240,3.00,6.00,8.00,11.00,14.00,18.00,20.00,23.61,28.00,true
Position+Archetype,SS,Ball Hawk,Carrying,240,1.00,3.00,6.00,9.50,14.00,18.00,19.05,21.00,25.00,true
Position+Archetype,SS,Ball Hawk,Catching,240,11.00,19.00,22.75,27.00,32.00,37.00,41.00,48.00,52.00,true
Position+Archetype,SS,Ball Hawk,RouteRunning,240,0.00,1.00,3.00,5.00,8.00,10.00,10.00,11.00,13.00,true
Position+Archetype,SS,Ball Hawk,ZoneCoverage,240,20.00,24.00,27.00,31.00,36.00,41.00,43.00,50.05,55.00,true
Position+Archetype,SS,Ball Hawk,ManCoverage,240,15.00,23.00,27.00,31.00,36.00,41.00,43.05,51.00,55.00,true
Position+Archetype,SS,Ball Hawk,Tackle,240,5.00,10.00,12.00,15.00,21.00,25.00,28.05,35.00,42.00,true
Position+Archetype,SS,Ball Hawk,PassBlock,240,0.00,1.00,3.00,6.00,8.00,10.00,10.00,11.00,15.00,true
Position+Archetype,SS,Ball Hawk,RunBlock,240,0.00,2.00,3.00,6.00,8.00,10.00,11.00,11.61,16.00,true
Position+Archetype,SS,Ball Hawk,PassRush,240,1.00,2.00,3.00,5.00,8.00,9.10,10.00,12.00,16.00,true
Position+Archetype,SS,Ball Hawk,RunDefense,240,7.00,14.00,17.00,21.00,27.00,32.00,35.05,42.00,47.00,true
Position+Archetype,SS,Ball Hawk,ThrowPower,240,1.00,3.00,6.00,10.00,14.00,17.00,18.05,22.00,25.00,true
